questions,classes
老板拖欠工资8月未开怎么办——格板厂老板，拖欠农民工工资8个月。至今未开。找过老板协商。老板一直以公司周转不开为由，不开工资！求帮助。员工该怎么办,员工权益
不申诉会得到法院支持？——律师你好，我2014年12月9日住院（个人疾病）2015年3月17日治好劳动合同3月29日终止了，厂方不和我续签，我的经济补偿金是2014年11月往前推12个月的平均工资来计算吗？3月17日我有医生证明本人无需休息，可厂方不给上班，我可以申请劳动仲裁误工费吗？会支持我申请吗？麻烦律师解答，谢谢,辞退解雇
企业算不算违法——我是新疆塔里木第二勘探公司的一名员工，2002年入职该公司，该公司2008年之前是工作60天休息60天，工作时间为每天12小时，自2008年后变更为工作60天休息30天，依然采用12小时工作，我们对此问题反映到公司，他们说特殊行业采用特殊工时制度，我们有异议，不知道企业违法吗？我们该如何维护自己的权益！,员工权益
"劳务工休年假——本人2005年3月工作,今年正好10年,但劳务合同是2007年签的,请问我的年假是按参加工作执行,还是按签合同年执行",员工权益
在工地当班不给工资——2014年4月3号开始在县里的工地上班，从事放线的工作一直没给开工资，只给了1000块生活费，说年底发结果老板回河南了说开春他们回来发，结果也没给发，去工地很多次了都以各种理由拖延，总是说三两天，让回家等消息，今天实在是拖不起了，就到当地的劳动局了，结果他们说不受理，让我找律师吧，说我的条件不符合，因为我是大学毕业。在工地是管理层的。他们管不了。,员工权益
工伤工资领不了——本人贺龙龙，2013年3月到陕西省榆林市神木县三福电极有限公司上班，在做半个月后被工厂派到我们旁边锦源化工帮助检查电极糊使用过快问题在此期间发生电石炉塌料烧伤事故，后经过当地锦源开发区医院，榆林北方医院最后到西安西京医院治疗到现在，工伤期间治疗费经两公讨论由锦源暂付，我公司付我工伤工资每月2200元，后几经电话连细只发了三个月6600元，前几天有事到公司要领欠的两年多工资，发现公司领导换人，被告知我工资问题没交接不能领，打电话给前领导郝金良，郝金良说交接完了，工资帐上也做了有，后问现在李总说帐上有，但要郝金良来公司当面交接一下才能领，在连细郝金良他一直说交接了说什么也不过来，再就电话也不接，我该怎么办,工伤事故
关于病假——心脏手术病假医疗期满，劳动合同和医生开的医学证明都未到期，公司不给请病假怎么办,工伤事故
签订劳动合同后却一直没有到手过——于去年在电影院做兼职，签订了一份合同，今年2月转为全职签订了一份合同，直至现在合同都未到手过，上月26日由于家中有事向公司申请正常每周休假改为6月29/30至7月5日，经理和人事部都知晓此事，在30号时通过QQ告知经理暂时有可能会在7月3日提前回公司，7月5日公司就给排了上班时间，可我人在外地解决事情回不去，公司就说我没有提前通知，让我直接周一去办理离职，我觉得我只是说了一句可能会暂时提前，再我发出那条信息到公司给排班时公司也没人来询问过我能否回来上班，现在却直接让我办理离职，我觉得这根本就不合理，而且公司一直未让我转正，每次我询问都说再看看来回复我，合同也没到手过，这样怎么维护自己的权益？？？邮箱：fan69aini@vip.qq.com,辞退解雇
我应怎样维权——广东阳江地级市阳春市水务局云雾二级水电站欺负1993年工作做6次手术七级伤残职工。市各部门领导官官相护帮单位多次刁难强迫带病无证上岗，并把2013年医疗终结2014年解除职工劳动合同停发一切待遇、没有得到相应的赔偿、使职工家庭十分困难，有苦无处诉。上访无门、申诉未果。只有单位说了算。国法何在？,工伤事故
拖欠工资申请强制执行后公司搬迁——公司拖欠工资，拖欠了半年的2W多块一直不给，申请强制执行后，发现公司搬迁了，注册信息未变更,员工权益
用人单位与劳动者解除劳动合同——你好，我是一名厨师，自2011年1月1日与用人单位签的合同，中续签了，本来合同到今年12月31日到期，6月30日用人单位跟我们开会说公司要转产，没有书面通知（单位是高速公路服务区，原来是自己做的，现就8月份给私人包了)7月31日与我们终止合同。现想请问：1，我们是上午9点钟到下午2点下班，下午4点到8.30下班，请问厨师可以用不定时工作制一认定吗？2，我们每个月的休息8天，这8天安排你哪天休你就哪天休，这个月的休息是上个月安排好的，像比如今年的春节，应该是放7天，正好有几两天安排到我休，法定日的休与本来一个月的休正好是同天，问这个有没有补休？3，合同的的问题，这不是本人原因，他们只是提前说了，而没有书面通知，请问题这个用人单位应该怎样给我支付经济补偿，合同没到的要不要额外支付一个月的工资（这个与通知不通知本人有没有关系）4，年假的问题，像今年我要休的话，是不是休的去年的年假?今年到7月30日是不是还有几天的年假呢？这么多的问题麻烦你们了，谢啦1964142476@qq.com,员工权益
解除劳动关系——你好，我是一名厨师，自2011年1月1日与用人单位签的合同，中续签了，本来合同到今年12月31日到期，6月30日用人单位跟我们开会说公司要转产，没有书面通知（单位是高速公路服务区，原来是自己做的，现就8月份给私人包了)7月31日与我们终止合同。现想请问：1，我们是上午9点钟到下午2点下班，下午4点到8.30下班，请问厨师可以用不定时工作制一认定吗？2，我们每个月的休息8天，这8天安排你哪天休你就哪天休，这个月的休息是上个月安排好的，像比如今年的春节，应该是放7天，正好有几两天安排到我休，法定日的休与本来一个月的休正好是同天，问这个有没有补休？3，合同的的问题，这不是本人原因，他们只是提前说了，而没有书面通知，请问题这个用人单位应该怎样给我支付经济补偿，合同没到的要不要额外支付一个月的工资（这个与通知不通知本人有没有关系）4，年假的问题，像今年我要休的话，是不是休的去年的年假?今年到7月30日是不是还有几天的年假呢,员工权益
农民工讨薪——我们从3.29号到6.1号在工地做事的，在应聘的时候答应我们每月25号发工资，可是到现在我们已经离职了，工队负责人也给我们打了欠条写着6.25号给钱，现在已经7.1号了，打电话是各种推脱，有没有人告诉我怎么办,员工权益
"如何解除没到期限的合同——在一家健身中心签了一年的动感单车教练协议,工作两个月,因和中心理念不同,不想再在这工作.该如何应对",辞退解雇
企业拖欠工资——由于我和老板是亲戚关系所以3年没有给我工资我们都是口头工资也没有用工合同一要钱就说困难没钱等些日子再给你,员工权益
工作20年，前10年单位未购买保险——朋友在某地上班，工作了20年左右，于6月底被通知解聘，可朋友的合同时间是到2016年年底才结束。现在朋友问到我想知道前10年的未购买的保险怎么办。他从1995年开始工作，但是单位只有在2006年时才给予朋友购买保险。现在如果是走法律途径，可以帮朋友从哪些方面帮他争取一些基本的利益？这个问题对于现在的我来说，还是无法解决的。请各位行业高手解答一下。,辞退解雇
